Códigos UNSPSC,Descripción,Fecha estimada de inicio de proceso de selección,Duración estimada del contrato,Modalidad de selección,Fuente de los recursos,Valor total estimado,Valor estimado en la vigencia actual,¿Se requieren vigencias futuras?,Estado de solicitud de vigencias futuras,Datos de contacto del responsable
80111600,"PRESTACIÓN DE SERVICIOS PROFESIONALES PARA APOYAR AL MUNICIPIO DE PUERTO LIBERTADOR EN LA PROYECCION DE LOS INFORMES PERIODICOS FRENTE A LA PLATAFORMA  DEL CHIP, FUT, CGR, CGN, SGR, BDME,CGDC, EXOGENA Y SIRECI, CORRESPONDIENTE AL CUARTO TRIMESTE  Y ACUMULADOS DEL 2016, PRRIMERO, SEGUNDO Y TERCER TRIMESTRE DE LA VIGENCIA 2017.",MARZO,9 MESES,Contratación directa,SGP,70000000,70000000,N/A,N/A,"Oficina de planeación y las TIC´s
ALBEIRO MARZOLA HOYOS
Jefe de oficina de planeación y TIC´s"
80111600,"CONTRATACIÓN PARA EL DESARROLLO DE ACTIVIDADES CULTURALES MEDIANTE LA CREACION DE ESCUELAS DE FORMACION ARTISTICO-CULTURAL, DESARROLLO DE MANIFESTACIONES Y EXPRESIONES CULTURALES Y EL FORTALECIMIENTO A LOS DISTINTOS ESPACIOS DEL SISTEMA MUNICIPAL DE CULTURA; EN EL MUNICIPIO DE PUERTO LIBERTADOR – CORDOBA.",ABRIL,6 MESES,Contratación directa,SGP,147386671,147386671,N/A,N/A,Secretaría de desarrollo Social
80111600,PRESTACIÓN DE SERVICIOS PROFESIONALES PARA LA ASESORÍA TÉCNICA EN LA CONFORMACIÓN DE ORGANIZACIONES SOCIALES CAMPESINAS EN EL SECTOR RURAL DEL MUNICIPIO DE PUERTO LIBERTADOR – CÓRDOBA,ABRIL,3 MESES,Contratación directa,SGP,23000000,23000000,N/A,N/A,Secretaria de Infraestructura
80111600,"PRESTACIÓN DE SERVICIOS PROFESIONALES PARA EL FORTALECIMIENTO INSTITUCIONAL  A LA SECRETARIA DE INFRAESTRUCTURA  MEDIANTE EL REPORTE DE INFORMACION  AL SISTEMA DE MONITOREO, SEGUIMIENTO, CONTROL Y EVALUAICON DEL SGR (GESPROY) Y SUIFP- SGR EN EL MUNICIPIO DE PUERTO LIBERTADOR – CORDOBA.",ABRIL,8 MESES,Contratación directa,SGP,30000000,30000000,N/A,N/A,"Oficina de planeación y las TIC´s
ALBEIRO MARZOLA HOYOS
Jefe de oficina de planeación y TIC´s"
80111600,"PRESTACIÓN DE SERVICIOS PROFESIONALES PARA LA CAPACITACIÓN DE LIDERES COMUNALES EN LEY 743 DE 2002, DECRETO 2350 Y DECRETO 890 DE 2008 EN EL MUNICIPIO DE PUERTO LIBERTADOR – CORDOBA.",MAYO,2 MESES,Contratación directa,SGP,80000000,80000000,N/A,N/A,Secretaría de Gobierno
80111600,FORTALECIMIENTO DE LA GESTION AMBIENTAL PARTICIPATIVA PARA LA CONSERVACION DE LAS MICROCUENCAS QUE SE ENCUENTRAN CERCA DE LOS AFLUENTES QUE SURTEN LOS MICROACUEDUCTOS DE LOS CORREGIMIENTOS SANTA FE DE LAS CLARAS Y SAN JUAN DE ASIS.,JULIO,1 MES,Contratación directa,SGP,20000000,20000000,N/A,N/A,Secretaria de Infraestructura
80111600,"PRESTACIÓN DE SERVICIOS PROFESIONALES PARA LA ASESORIA EN LA IMPLEMENTACION DEL NUEVO MARCO NORMATIVO E INCORPORACION DEL NUEVO REGIMEN DE CONTABILIDAD PUBLICA, BASADO EN LAS NORMAS INTERNACIONALES DE CONTABILIDAD PARA EL SECTOR PUBLICO NICSP EN LA ALCALDIA MUNICIPAL DE PUERTO LIBERTADOR – CÓRDOBA.",JULIO,5 MESES,Contratación directa,SGP,75000000,75000000,N/A,N/A,Secretaria de Hacienda
80111600,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO PSICOLOGA DE LA COMISARIA DE FAMILIA DEL MUNICIPIO DE PUERTO LIBERTADOR – CORDOBA.,JULIO,5 MESES,Contratación directa,SGP,15000000,15000000,N/A,N/A,Secretaria de Gobierno
72141119,"CONSTRUCCION DE PAVIMENTO EN CONCRETO RIGIDO Y OBRAS HIDRAULICAS EN EL MUNICIPIO DE PUERTO LIBERTADOR, DEPARTAMENTO DE CORDOBA.",MARZO,4 MESES,LICITACION PUBLICA,SGP,2487454466,2487454466,N/A,N/A,Secretaria de Infraestructura
72141119,"CONSTRUCCIÓN DE PAVIMENTO ARTICULADO, PLACA HUELLAS EN LA ZONA RURAL DEL MUNICIPIO DE PUERTO LIBERTADOR, DEPARTAMENTO DE CÓRDOBA",MAYO,3 MESES,LICITACION PUBLICA,SGP,963988492,963988492,N/A,N/A,Secretaria de Infraestructura
72102905,SUMINISTRO DE ELEMENTOS DE OFICINA CON DESTINO A LAS DIFERENTES DEPENDENCIAS DE LA ALCALDÍA MUNICIPAL DE PUERTO LIBERTADOR -  CORDOBA,FEBRERO,1 MES,MINIMA CUANTIA,SGP,20325700,20325700,N/A,N/A,Secretaría General
47132100,SUMINISTRO DE ELEMENTOS DE ASEO Y CAFETERIA CON DESTINO A LAS DIFERENTES DEPENDENCIAS DE LA ALCALDÍA MUNICIPAL DE PUERTO LIBERTADOR CORDOBA,FEBRERO,8 DIAS,MINIMA CUANTIA,SGP,20422000,20422000,N/A,N/A,Secretaría General
47121808,"LIMPIEZA DEL CANAL DE AGUAS NEGRAS Y PLUVIALES INCLUYE: TRANSPORTE Y RETIRO DE MATERIAL, EN LOS BARRIOS DEL  UNICIPIO DE PUERTO LIBERTADOR - DEPARTAMENTO DE CORDOBA.",MARZO,10 DIAS,MINIMA CUANTIA,SGP,18987500,18987500,N/A,N/A,Secretaria de Infraestructura
84131601,ADQUISICIÓN Y/O RENOVACIÓN DE LA POLIZA DE MANEJO GLOBAL PARA LA ALCALDÍA  MUNICIPAL DE PUERTO LIBERTADOR - CORDOBA VIGENCIA 2.017 - 2.018,MARZO,3 DIA,MINIMA CUANTIA,SGP,18572330,18572330,N/A,N/A,Secretaria General
72152700,"CONSTRUCCIÓN DE MURO EN  MALLADO EN EL MUNICIPIO DE PUERTO LIBERTADOR, CÓRDOBA.",MARZO,15 DIAS,MINIMA CUANTIA,SGP,19083803,19083803,N/A,N/A,Secretaria de Infraestructura
72151511,"REPARACIÓN DE LA MALLA ESLABONADA Y ADECUACIÓN DE LA ILUMINACIÓN DE LA CANCHA DEL MUNICIPIO DE PUERTO LIBERTADOR, CÓRDOBA.",MARZO,15 DIAS,MINIMA CUANTIA,SGP,19152450,19152450,N/A,N/A,Secretaria de Infraestructura
72141119,"CONTRATACIÓN PARA LA INTERVENTORIA TECNICA, ADMINISTRATIVA Y FINANCIERA DEL CONTRATO QUE TIENE POR OBJETO: SUMINISTRO AL PROGRAMA DE ALIMENTACIÓN ESCOLAR MODALIDAD DESAYUNO DE ACUERDO A LOS LINEAMIENTOS TÉCNICOS ADMINISTRATIVOS Y FINANCIEROS DE ESTÁNDARES DEFINIDOS POR EL MINISTERIO DE EDUCACIÓN NACIONAL, DIRIGIDO A NIÑOS, NIÑAS Y ADOLESCENTES DE ÁREA RURAL Y URBANA DE LOS DIFERENTES GRUPOS VULNERABLES DE LAS INSTITUCIONES EDUCATIVAS OFICIALES DEL MUNICIPIO DE PUERTO LIBERTADOR REGISTRADAS EN EL SIMAT",ABRIL,95 DIAS,MINIMA CUANTIA,SGP,16156277,16156277,N/A,N/A,Secretaria de deasarrollo Social
70171701,MANTENIMIENTO PREVENTIVO PARA  OBRAS DE ARTE Y CUNETAS SOBRE EL ANILLO VIAL URBANO  EN EL MUNICIPIO DE PUERTO LIBERTADOR – CÓRDOBA,ABRIL,10 DIAS,MINIMA CUANTIA,SGP,18319833,18319833,N/A,N/A,Secretaría de Infraestructura
84131600,"DQUISICION DE SEGURO DE VIDA GRUPO, PARA EL ALCALDE, CONCEJALES Y PERSONERO DEL MUNICIPIO DE PUERTO LIBERTADOR VIGENCIA 2017-2018.",MAYO,8 DIAS,MINIMA CUANTIA,SGP,10800000,10800000,N/A,N/A,Secretaría General
72141100,MANTENIMIENTO Y LIMPIEZA GENERAL DE LOS MANHOLES DEL ALCANTARILLADO SANITARIO EN LA ZONA URBANA DEL MUNICIPIO DE PUERTO LIBERTADOR CORDOBA,MAYO,8 DIAS,MINIMA CUANTIA,SGP,19347526,19347526,N/A,N/A,Secretaria de Infraestructura
70111713,MEJORAMIENTO Y CONSTRUCCION DE PARQUES EN LA ZONA URBAN Y RURAL  DEL MUNICIPIO DE PUERTO LIBERTADOR – CORDOBA,MAYO,15 DIAS,MINIMA CUANTIA,SGP,19916765,19916765,N/A,N/A,Secretaría de infraestructura
72141107,ADECUACION DE PUENTES EN LA VIA QUE COMUNICA A LOS CORREGIMIENTOS  CON EL CASCO URBANO DEL MUNICIPIO DE PUERTO LIBERTADOR CORDOBA.,JUNIO,15 DIAS,MINIMA CUANTIA,SGP,20113834,20113834,N/A,N/A,Secretaria de Infraestructura
53102706,SUMINISTRO DE UNIFORMES (PANTALON CAMUFLADO Y SUETER TIPO POLO) PARA LA GUARDIA DE LAS COMUNIDADES INDÍGENAS  DEL RESGUARDO INDÍGENA ZENU DEL MUNICIPIO DE PUERTO LIBERTADOR -CORDOBA.,JULIO,5 DIAS,MINIMA CUANTIA,SGP,18700000,18700000,N/A,N/A,Secretaria General
86141501,CONTRATACIÓN PARA CAPACITACIÓN A LOS DIRECTORES DE LAS INSTITUCIONES EDUCATIVAS DEL MUNICIPIO Y GESTIONAR CONVENIOS PARA CAPACITACIONES,Febrero - Noviembre,11 Meses,Contratación directa,SGP Educación,14000000,14000000,N/A,N/A,Secretaría de Desarrollo Social
83101501 - 83101807,SERVICIOS PÚBLICOS PARA LAS INSTITUCIONES EDUCATIVAS DEL MUNICIPIO,Febrero - Noviembre,11 Meses,Contratación directa,SGP Educación,80000000,80000000,N/A,N/A,Secretaría de desarrollo Social
83101804 - 83111501 - 83111502 - 83121603 - 83121604 - 83121605,FIBRA ÓPTICA PAR LAS INSTITUCIONES EDUCATIVAS DEL MUNICIPIO,Febrero - Noviembre,11 Meses,Contratación directa,SGP Educación,12118000,12118000,N/A,N/A,Secretaría de desarrollo Social
43211507 - 44103103 - 40101604 - 45111609 - 44101501 - 44111905 - 44111909,DOTACIÓN INSTITUCIONAL Y MEDIOS PEDAGÓGICOS PARA INSTITUCIONES EDUCATIVAS DEL MUNICIPIO,Febrero - Noviembre,11 Meses,Selección abreviada,Cofinanciación,100000000,100000000,N/A,N/A,Secretaría de Desarrollo Sociaol
70171604 -77121701 - 77121702 - 77121703 - 771121704,CONTRATACIÓN PARA LA CONSERVACIÓN DE MICROCUENCAS QUE ABASTECEN EL ACUEDUCTO,Marzo,3 Meses,Contratación directa,"SGP Libre Destinación 42% Mpios 4, 5 y 6 Cat",20000000,20000000,N/A,N/A,PEDRO ANTONIO OCHOA DE LA OSSA    secretariadeinfraestructura@puertolibertador-cordoba.gov.co
77101501 - 77111508 - 80101510 - 81141801,CONTRATACIÓN PARA LA ELABORACIÓN DEL PLAN PARA LA GESTIÓN DEL RIESGO,Marzo,3 Meses,Contratación directa,Recursos propios,40000000,40000000,N/A,N/A,Rafael Iván Martínez Ricardo sec.gobierno@puertolibertador-cordoba.gov.vo
93131801 - 93131802,CONTRATACIÓN PARA LA ELABORACIÓN DE ESTRATEGIAS A NIVEL MUNICIPAL PARA LA RESPUESTA DE EMERGENCIA Y ATENCIÓN DE DESASTRES,Enero - Junio,5 Meses,Contratación directa,"SGP Libre Destinación 42% Mpios 4, 5 y 6 Cat",6000000,6000000,N/A,N/A,Rafael Iván Martínez Ricardo sec.gobierno@puertolibertador-cordoba.gov.vo
93141506 - 93141509,CONTRATACIÓN PARA CAPACITACIÓN Y SENSIBILIZACIÓN EN RECONCILIACIÓN Y CONVIVENCIA PACÍFICA A MADRES Y PADRES CABEZA DE HOGAR,Febrero - Noviembre,11 Meses,Contratación directa,"SGP Libre Destinación 42% Mpios 4, 5 y 6 Cat",40000000,40000000,N/A,N/A,Rafael Iván Martínez Ricardo sec.gobierno@puertolibertador-cordoba.gov.vo
93141506 - 93141509,CONTRATACIÓN PARA CAPACITACIÓN Y SENSIBILIZACIÓN EN RECONCILIACIÓN Y CONVIVENCIA PACÍFICA A GRUPOS ADOLESCENTES,Febrero - Noviembre,11 Meses,Contratación directa,"SGP Libre Destinación 42% Mpios 4, 5 y 6 Cat",30000000,30000000,N/A,N/A,Rafael Iván Martínez Ricardo sec.gobierno@puertolibertador-cordoba.gov.vo
93131502 - 93141506 - 93141509 - 93141513 - 94131805,CONTRATACIÓN PARA CAPACITACIÓN Y SENSIBILIZACIÓN EN RECONCILIACIÓN Y CONVIVENCIA PACÍFICA A GRUPOS AFROCOLOMBIANOS,Febrero - Noviembre,11 Meses,Contratación directa,"SGP Libre Destinación 42% Mpios 4, 5 y 6 Cat",20000000,20000000,N/A,N/A,Rafael Iván Martínez Ricardo sec.gobierno@puertolibertador-cordoba.gov.vo
93141506 - 93141509 - 93141513,CONTRATACIÓN PARA CAPACITACIÓN Y SENSIBILIZACIÓN EN RECONCILIACIÓN Y CONVIVENCIA PACÍFICA A GRUPOS DISCAPACITADOS,Febrero - Noviembre,11 Meses,Contratación directa,"SGP Libre Destinación 42% Mpios 4, 5 y 6 Cat",40000000,40000000,N/A,N/A,Secretaría de desarrollo Social
93141506 - 93141509 - 93141512,CONTRATACIÓN PARA CAPACITACIÓN Y SENSIBILIZACIÓN EN RECONCILIACIÓN Y CONVIVENCIA PACÍFICA A GRUPOS DE JUVENTUDES,Febrero - Noviembre,11 Meses,Contratación directa,"SGP Libre Destinación 42% Mpios 4, 5 y 6 Cat",30000000,30000000,N/A,N/A,Secretaria de Desarrollo Social
81111701 - 81112001 - 81112006,CONTRATACIÓN PARA LA CAPACITACIÓN  DE REPORTES DE NOVEDADES AL SISTEMA DE INFORMACIÓN DE EDUCACIÓN,Febrero - Noviembre,11 Meses,Contratación directa,"SGP Libre Destinación 42% Mpios 4, 5 y 6 Cat",30000000,30000000,N/A,N/A,Secretaria de desarrollo Social
85101601 - 85101705 - 85101706,CONTRATACIÓN PARA EL ACOMPAÑAMIENTO A LAS BRIGADAS DE CAPTACIÓN E INGRESO A LOS PROGRAMAS DE CRECIMIENTO Y DESARROLLO,Febrero - Noviembre,11 Meses,Contratación directa,"SGP Libre Destinación 42% Mpios 4, 5 y 6 Cat",30000000,30000000,N/A,N/A,Secretaría de Desarrollo Social
72121406 - 72101507,CONTRATACIÓN PARA  ADECUACIÓN Y MANTENIMIENTO A LOS CENTROS DE DESARROLLO INFANTIL,Enero y Febrero,2 Meses,Contratación directa,"SGP Libre Destinación 42% Mpios 4, 5 y 6 Cat",60000000,60000000,N/A,N/A,PEDRO ANTONIO OCHOA DE LA OSSA  sec.infraestructura@puertolibertador-cordoba.gov.co     secretariadeinfraestructura@puertolibertador-cordoba.gov.co
94132001,CONTRATACIÓN PARA CAPACITACIÓN A MADRES COMUNITARIAS EN POLÍTICA PÚBLICA DE PRIMERA INFANCIA,Febrero - Junio,4 meses,Contratación directa,"SGP Libre Destinación 42% Mpios 4, 5 y 6 Cat",20000000,20000000,N/A,N/A,Rafael Iván Martínez Ricardo sec.gobierno@puertolibertador-cordoba.gov.vo
72102905 - 72101507,CONTRATACIÓN PARA EL MANTENIMIENTO DE LAS OFICINAS DE LA ADMINISTRACIÓN,Julio,3 meses,Mínima cuantía,"SGP Libre Destinación 42% Mpios 4, 5 y 6 Cat",20000000,20000000,N/A,N/A,PEDRO ANTONIO OCHOA DE LA OSSA  sec.infraestructura@puertolibertador-cordoba.gov.co     secretariadeinfraestructura@puertolibertador-cordoba.gov.co
72102905 - 72103301,CONTRATACIÓN PARA MEJORAMIENTO Y MANTENIMIENTO DE INMOVILIARIOS DE ESPACIOS PÚBLICOS,Julio - Noviembre,4 meses,Mínima cuantía,"SGP Libre Destinación 42% Mpios 4, 5 y 6 Cat",14000000,14000000,N/A,N/A,PEDRO ANTONIO OCHOA DE LA OSSA sec.infraestructura@puertolibertador-cordoba.gov.co     secretariadeinfraestructura@puertolibertador-cordoba.gov.co
93111606 - 93141506 - 93141513,"CONTRATACIÓN PARA CAPACITACIÓN A LÍDERES COMUNALES EN EL PROGRAMA ""FORMADOR DE FORMADORES""",Febrero - Noviembre,11 Meses,Contratación directa,"SGP Libre Destinación 42% Mpios 4, 5 y 6 Cat",10000000,10000000,N/A,N/A,Rafael Iván Martínez Ricardo sec.gobierno@puertolibertador-cordoba.gov.vo
93111606 - 93141506 - 93141513,CONTRATACIÓN PARA TALLERES DE PARTICIPACIÓN Y CONTROL SOCIAL,Febrero - Noviembre,11 Meses,Contratación directa,"SGP Libre Destinación 42% Mpios 4, 5 y 6 Cat",10000000,10000000,N/A,N/A,Rafael Iván Martínez Ricardo sec.gobierno@puertolibertador-cordoba.gov.vo
93141501 - 93141506 - 93141513,"CONTRATACIÓN PARA LA ELABORACIÓN DE LA OFICINA DE DEFENSA CIUDADANA, QUEJAS Y  RECLAMOS, APOYO Y ACOMPAÑAMIENTO A LOS USUARIOS",Febrero - Noviembre,11 Meses,Contratación directa,"SGP Libre Destinación 42% Mpios 4, 5 y 6 Cat",10000000,10000000,N/A,N/A,Rafael Iván Martínez Ricardo sec.gobierno@puertolibertador-cordoba.gov.vo
93111606 - 93141503 - 93141514,CONTRATACIÓN PARA LA CELEBRACIÓN DEL DÍA COMUNAL,Noviembre,10 Dias,Contratación directa,Recursos propios,8650000,8650000,N/A,N/A,Rafael Iván Martínez Ricardo sec.gobierno@puertolibertador-cordoba.gov.vo
93111606 - 93141506 - 93141513,"CAPACITACIÓN A LOS PRESIDENTES DE JUNTAS DE ACCIÓN COMUNAL, PARA TRABAJAR DE LA MANO EN DISTINTOS PROYECTOS MEDIANTE CONVENIOS SOLIDARIOS, APOYANDO SUS ACCIONES, EN PRO DE SOLUCIONAR LAS PROBLEMÁTICAS DE LA COMUNIDAD",Junio - Diciembre,6 meses,Contratación directa,"SGP Libre Destinación 42% Mpios 4, 5 y 6 Cat",13000000,13000000,N/A,N/A,Rafael Iván Martínez Ricardo sec.gobierno@puertolibertador-cordoba.gov.vo
93141501 - 93141513,"CONTRATACIÓN PARA EL FORTALECIMIENTO DE DESARROLLO RURAL, JUNTA DE ACCIÓN COMUNAL, VEEDURÍAS, MICROEMPRESAS, FAMIEMPRESAS, ONG´S Y COOPERATIVAS",Febrero - Diciembre,11 Meses,Contratación directa,"SGP Libre Destinación 42% Mpios 4, 5 y 6 Cat",14000000,14000000,N/A,N/A,Rafael Iván Martínez Ricardo sec.gobierno@puertolibertador-cordoba.gov.vo
77101601 - 77101604 - 77111603 - 72121601 - 72121603 - 72121604 - 72121605 - 72121606,CONTRATACIÓN PARA ASESORÍA Y CONSULTORÍA DE LA ACTUALIZACIÓN DEL PBOT DEL MUNICIPIO,Junio - Julio,1 mes,Contratación directa,Recursos propios,200000000,200000000,N/A,N/A,"Oficina de planeación y las TIC´s
ALBEIRO ANTONIO MARZOLA HOYOS
Jefe de oficina de planeación y TIC´s"
84101703,CONTRATACIÓN PARA ASESORÍA Y CONSULTORÍA PARA EL SANEAMIENTO FISCAL Y FINANCIERO DEL MUNICIPIO,Febrero - Diciembre,11 Meses,Contratación directa,"SGP Libre Destinación 42% Mpios 4, 5 y 6 Cat",290000000,290000000,N/A,N/A,Luis Enrique Cortés Montalvo  secretariadehacienda@puertolibertador-cordoba.gov.co
81111501 - 81111509 - 81112208,ACTUALIZACIÓN DE SOFTWARE Y HARDWARE DE LA ADMINISTRACIÓN,Agosto,1 mes,Contratación directa,"SGP Libre Destinación 42% Mpios 4, 5 y 6 Cat",15000000,15000000,N/A,N/A,"Oficina de planeación y las TIC´s
ALBEIRO ANTONIO MARZOLA HOYOS
Jefe de oficina de planeación y TIC´s"
80101506,CONTRATACIÓN PARA CAPACITACIÓN A SERVIDORES PÚBLICOS,Julio - Agosto,1 mes,Contratación directa,"SGP Libre Destinación 42% Mpios 4, 5 y 6 Cat",300000000,300000000,N/A,N/A,Rafael Iván Martínez Ricardo sec.gobierno@puertolibertador-cordoba.gov.vo
80101505 - 80101506,"CONTRATACIÓN NECESARIA PARA EL FUNCIONAMIENTO DE LA ADMINISTRACIÓN EN CUANTO A ASISTENCIA TÉCNICA, GESTIÓN ADMINISTRATIVA Y COORDINACIÓN INSTITUCIONAL",Febrero - Diciembre,11 Meses,Contratación directa,"Recursos propios y SGP Libre Destinación 42% Mpios 4, 5 y 6 Cat",243872000,243872000,N/A,N/A,"Oficina de planeación y las TIC´s
ALBEIRO ANTONIO MARZOLA HOYOS
Jefe de oficina de planeación y TIC´s"
86101710 - 86101713 - 86101714 - 93141506,"CONTRATACIÓN DE COMISARIOS DE FAMILIA, MÉDICOS, PSICÓLOGOS Y TRABAJADORES SOCIALES DE LA COMISARÍA DE FAMILIA",Febrero - Diciembre,11 Meses,Contratación directa,"SGP Libre Destinación 42% Mpios 4, 5 y 6 Cat",35000000,35000000,N/A,N/A,Rafael Iván Martínez Ricardo sec.gobierno@puertolibertador-cordoba.gov.vo
93101505 - 93111607 - 93111608 - 93121702 - 93141501,"LOJISTICA Y REFRIGERIOS PÁRA CONSEJO DE SEGURIDAD CIUDADANA, COMITÉ DE ORDEN PÚBLICO Y COMITÉ ELECTORAL","Marzo, Agosto y Noviembre",3 meses,Contratación directa,Otros,30000000,30000000,N/A,N/A,Secretaría General
60105412 - 93131705 - 93141506 - 93141509  - 93141613 - 85111616 - 85111617 - 85122103,"CONTRATACIÓN PARA 2 CHARLAS EDUCATIVAS AL MES, POR MEDIO DE LA COMISARIA DE FAMILIA, ORIENTADAS A LA PROMOCIÓN DE LOS DERECHOS HUMANOS Y PREVENCIÓN DE FENÓMENOS SOCIALES COMO LA VIOLENCIA INTRAFAMILIAR, EL MATONEO, EMBARAZO ADOLESCENTE Y CONSUMO DE SUSTANCIAS PSICOACTIVAS",Febrero - Diciembre,11 Meses,Contratación directa,Otros,40000000,40000000,N/A,N/A,Secretaria de Gobierna
46171610,CONTRATACIÓN PARA LA REPARACIÓN Y PUESTA EN FUNCIONAMIENTO DE LAS CÁMARAS DE SEGURIDAD INSTALADAS EN PUNTOS ESTRATÉGICOS DE ZONA URBANA DEL MUNICIPIO,Febrero - Diciembre,11 Meses,Selección abreviada,Otros,85000000,85000000,N/A,N/A,Rafael Iván Martínez Ricardo sec.gobierno@puertolibertador-cordoba.gov.vo
15101506,CONTRATACIÓN PARA SUMINISTRO DE COMBUSTIBLE COMO APOYO A LA MOVILIDAD DE LA FUERZA PÚBLICA EN TODO EL TERRITORIO MUNICIPAL,Febrero -Diciembre,11 Meses,Mínima cuantía,Otros,20000000,20000000,N/A,N/A,Rafael Iván Martínez Ricardo sec.gobierno@puertolibertador-cordoba.gov.vo
93141502 - 90101604,CONTRATACIÓN PARA LOGÍSTICA Y CAPACITACIÓN A LOS FUNCIONARIOS DE TODAS LAS SECRETARÍAS PARA EL MANEJO DEL PLAN INTEGRAL DE SEGURIDAD Y CONVIVENCIA CIUDADANA,Febrero -Diciembre,11 Meses,Contratación directa,Otros,58000000,58000000,N/A,N/A,Rafael Iván Martínez Ricardo sec.gobierno@puertolibertador-cordoba.gov.vo
93141506,ACTIVACIÓN DE  LOS  PLANES  DE  EMERGENCIA Y CONTINGENCIA  CON  RESPECTO  A  LA MANIPULACIÓN DE LA PÓLVORA EN LAS FIESTAS DECEMBRINAS Y DE FIN DE AÑO,Noviembre - Diciembre,1 mes,Contratación directa,Otros,56000000,56000000,N/A,N/A,Rafael Iván Martínez Ricardo sec.gobierno@puertolibertador-cordoba.gov.vo
93121508 - 93121509 - 93131501 - 93131502 - 93131503 -,CONTRATACIÓN PARA LA ELABORACIÓN DEL PLAN DE ACCIÓN DE DERECHOS HUMANOS Y DERECHO INTERNACIONAL HUMANITARIO,Junio - Diciembre,6 meses,Contratación directa,"SGP Libre Destinación 42% Mpios 4, 5 y 6 Cat",20000000,20000000,N/A,N/A,Rafael Iván Martínez Ricardo sec.gobierno@puertolibertador-cordoba.gov.vo
85122001 - 85122002 - 85122003 - 78111808,CONTRATACIÓN PARA LA EJECUCIÓN DE TALLERES DE PROMOCIÓN Y PREVENCIÓN EN SALUD ORAL EN ZONAS URBANA Y ZONA RURAL,Febrero - Diciembre,11 Meses,Contratación directa,SGP Salud,15211000,15211000,N/A,N/A,Ana Delcy Granados Oyola       secretariadesalud@puertolibertador-cordoba.gov.co
85101701 - 85101706 - 85111703 - 85111704 - 85122201,"CONTRATACIÓN PARA PROMOVER Y APOYAR ACCIONES DE PROMOCIÓN DE LA SALUD DE MANERA DIFERENCIADA (ADULTO MAYOR, POBLACIÓN VULNERABLE Y VÍCTIMA)",Febrero - Diciembre,11 Meses,Contratación directa,SGP Salud,15211000,15211000,N/A,N/A,Ana Delcy Granados Oyola       secretariadesalud@puertolibertador-cordoba.gov.co
85111501 - 85111507 - 85101701 - 85101706 - 85111703 - 85111704,"CONTRATACIÓN PARA DESARROLLAR 8 TALLERES DE SENSIBILIZACIÓN,  PROMOCIÓN Y PREVENCIÓN DE MANERA DIFERENCIADA EN SALUD A LOS NIÑOS Y NIÑAS, ADOLESCENTES Y JÓVENES, ENFOCADAS PRINCIPALMENTE EN POBLACIÓN  VULNERABLE",Febrero - Diciembre,11 Meses,Contratación directa,SGP Salud,15211000,15211000,N/A,N/A,Ana Delcy Granados Oyola       secretariadesalud@puertolibertador-cordoba.gov.co
85111602 - 85111604 - 85111612 - 85122109,CONTRATACIÓN PARA REALIZACIÓN DE 4 TALLERES DE SENSIBILIZACIÓN DE PREVENCIÓN DE LAS ENFERMEDADES CRÓNICAS,Febrero - Diciembre,11 Meses,Contratación directa,SGP Salud,15211000,15211000,N/A,N/A,Ana Delcy Granados Oyola       secretariadesalud@puertolibertador-cordoba.gov.co
85151601 - 85151602 - 85151603 - 85151605 - 85151606 - 85151607,APOYO A LA PRIMERA INFANCIA (0 A 5 AÑOS) ORIENTADO A LA PREVENCIÓN DE LA DESNUTRICIÓN INFANTIL,Febrero - Diciembre,11 Meses,Contratación directa,SGP Salud,15211000,15211000,N/A,N/A,Ana Delcy Granados Oyola       secretariadesalud@puertolibertador-cordoba.gov.co
85151601 - 85151602 - 85151603 - 85151605 - 85151606 - 85151607,"CONTRATACIÓN PARA PROMOVER LA LACTANCIA MATERNA EXCLUSIVA HASTA LOS 6 MESES Y CON ALIMENTACIÓN COMPLEMENTARIO HASTA LOS 2 AÑOS Y MÁS, ESTAS ACCIONES ENFOCADAS PRINCIPALMENTE EN POBLACIÓN EN SITUACIÓN DE POBREZA EXTREMA Y VÍCTIMAS",Febrero - Diciembre,11 Meses,Contratación directa,SGP Salud,15211000,15211000,N/A,N/A,Ana Delcy Granados Oyola       secretariadesalud@puertolibertador-cordoba.gov.co
85111512,CONTRATACIÓN PARA APOYO Y FORTALECIMIENTO AL PROGRAMA DE VACUNACIÓN DEL PLAN AMPLIADO DE INMUNIZACIÓN (PAI),Febrero - Diciembre,11 Meses,Contratación directa,SGP Salud,469960000,469960000,N/A,N/A,Ana Delcy Granados Oyola       secretariadesalud@puertolibertador-cordoba.gov.co
80111509 - 93131704 - 93141808,CONTRATACIÓN PARA LA REALIZACIÓN DE TALLERES QUE GARANTICEN LA PROMOCIÓN Y PREVENCIÓN DE ENFERMEDADES DE ORIGEN LABORAL,Febrero - Diciembre,11 Meses,Contratación directa,Recursos propios,16102000,16102000,N/A,N/A,Ana Delcy Granados Oyola       secretariadesalud@puertolibertador-cordoba.gov.co
